"","Title","Developer","Publisher","Region","Release","Date","Month","Year","System","Generation"
"210","Brandish 2: The Planet Buster","Koei","Koei","Japan","August 11, 1995",1995-08-11,8,1995,"SNES","4th"
"211","Brawl Brothers / Brawl Brothers: Rival Turf! 2EU / Rushing Beat Ran: Fukusei Toshi (JP)","Jaleco","Jaleco","Japan","December 22, 1992",1992-12-22,12,1992,"SNES","4th"
"212","Brawl Brothers / Brawl Brothers: Rival Turf! 2EU / Rushing Beat Ran: Fukusei Toshi (JP)","Jaleco","Jaleco","North_America","April 13, 1993",1993-04-13,4,1993,"SNES","4th"
"213","Brawl Brothers / Brawl Brothers: Rival Turf! 2EU / Rushing Beat Ran: Fukusei Toshi (JP)","Jaleco","Jaleco","PAL","1993",NA,NA,1993,"SNES","4th"
"214","BreakThru!","Artech Digital Entertainment","Spectrum HoloByte","North_America","June 1, 1994",1994-06-01,6,1994,"SNES","4th"
"215","Breath of Fire","Capcom","Capcom (JP) / Square (NA)","Japan","April 3, 1993",1993-04-03,4,1993,"SNES","4th"
"216","Breath of Fire","Capcom","Capcom (JP) / Square (NA)","North_America","August 10, 1994",1994-08-10,8,1994,"SNES","4th"
"217","Breath of Fire II","Capcom","Capcom (JP/NA) / Laguna GmbH (EU)","Japan","December 2, 1994",1994-12-02,12,1994,"SNES","4th"
"218","Breath of Fire II","Capcom","Capcom (JP/NA) / Laguna GmbH (EU)","North_America","December 10, 1995",1995-12-10,12,1995,"SNES","4th"
"219","Breath of Fire II","Capcom","Capcom (JP/NA) / Laguna GmbH (EU)","PAL","April 25, 1996",1996-04-25,4,1996,"SNES","4th"
"220","Brett Hull Hockey","Radical Entertainment","Accolade","North_America","January 11, 1994",1994-01-11,1,1994,"SNES","4th"
"221","Brett Hull Hockey","Radical Entertainment","Accolade","PAL","1994",NA,NA,1994,"SNES","4th"
"222","Brett Hull Hockey '95","Radical Entertainment","Accolade","North_America","September 9, 1994",1994-09-09,9,1994,"SNES","4th"
"223","Bronkie the Bronchiasaurus","WaveQuest","Raya Systems","North_America","September 26, 1995",1995-09-26,9,1995,"SNES","4th"
"224","Brunswick World: Tournament of Champions","Tiertex Design Studios","THQ","North_America","August 12, 1997",1997-08-12,8,1997,"SNES","4th"
"225","Brutal: Paws of Fury / Brutal: Animal Buranden (JP)","Eurocom","GameTek","Japan","December 22, 1994",1994-12-22,12,1994,"SNES","4th"
"226","Brutal: Paws of Fury / Brutal: Animal Buranden (JP)","Eurocom","GameTek","North_America","December 6, 1994",1994-12-06,12,1994,"SNES","4th"
"227","Brutal: Paws of Fury / Brutal: Animal Buranden (JP)","Eurocom","GameTek","PAL","1994",NA,NA,1994,"SNES","4th"
"228","Bubsy II","Accolade","Accolade","North_America","October 1994",NA,10,1994,"SNES","4th"
"229","Bubsy II","Accolade","Accolade","PAL","1994",NA,NA,1994,"SNES","4th"
"230","Bubsy in Claws Encounters of the Furred Kind / Yamaneko Bubsy no Daibouken (JP)","Accolade","Accolade","Japan","June 17, 1993",1993-06-17,6,1993,"SNES","4th"
"231","Bubsy in Claws Encounters of the Furred Kind / Yamaneko Bubsy no Daibouken (JP)","Accolade","Accolade","North_America","May 1, 1993",1993-05-01,5,1993,"SNES","4th"
"232","Bubsy in Claws Encounters of the Furred Kind / Yamaneko Bubsy no Daibouken (JP)","Accolade","Accolade","PAL","October 28, 1993",1993-10-28,10,1993,"SNES","4th"
"233","Bugs Bunny Rabbit Rampage / Bakkusu Bani Hachamecha Daiboken (JP)","Viacom New Media","Sunsoft","Japan","June 24, 1994",1994-06-24,6,1994,"SNES","4th"
"234","Bugs Bunny Rabbit Rampage / Bakkusu Bani Hachamecha Daiboken (JP)","Viacom New Media","Sunsoft","North_America","February 15, 1994",1994-02-15,2,1994,"SNES","4th"
"235","Bugs Bunny Rabbit Rampage / Bakkusu Bani Hachamecha Daiboken (JP)","Viacom New Media","Sunsoft","PAL","September 29, 1994",1994-09-29,9,1994,"SNES","4th"
"236","Bulls vs. Blazers and the NBA Playoffs / NBA Pro Basketball: Bulls vs Blazers (JP)","Electronic Arts","EA Sports","Japan","February 26, 1992",1992-02-26,2,1992,"SNES","4th"
"237","Bulls vs. Blazers and the NBA Playoffs / NBA Pro Basketball: Bulls vs Blazers (JP)","Electronic Arts","EA Sports","North_America","December 1, 1992",1992-12-01,12,1992,"SNES","4th"
"238","Bulls vs. Blazers and the NBA Playoffs / NBA Pro Basketball: Bulls vs Blazers (JP)","Electronic Arts","EA Sports","PAL","1992",NA,NA,1992,"SNES","4th"
"239","Burai: Hachigyoku no Yuushi Densetsu","Pandora Box","IGS","Japan","January 14, 1993",1993-01-14,1,1993,"SNES","4th"
"240","Bushi Seiryuuden: Futari no Yuusha","Game Freak","T&E Soft","Japan","January 17, 1997",1997-01-17,1,1997,"SNES","4th"
"241","Bust-a-Move / Puzzle Bobble (EU)","Taito","Taito","Japan","January 13, 1995",1995-01-13,1,1995,"SNES","4th"
"242","Bust-a-Move / Puzzle Bobble (EU)","Taito","Taito","North_America","March 1, 1995",1995-03-01,3,1995,"SNES","4th"
"243","Bust-a-Move / Puzzle Bobble (EU)","Taito","Taito","PAL","1995",NA,NA,1995,"SNES","4th"
"244","Cacoma Knight in Bizyland / Cacoma Knight (JP)","SETA","SETA","Japan","November 21, 1992",1992-11-21,11,1992,"SNES","4th"
"245","Cacoma Knight in Bizyland / Cacoma Knight (JP)","SETA","SETA","North_America","June 1, 1993",1993-06-01,6,1993,"SNES","4th"
"246","Cal Ripken Jr. Baseball","Mindscape","Mindscape","North_America","December 1, 1992",1992-12-01,12,1992,"SNES","4th"
"247","Cal Ripken Jr. Baseball","Mindscape","Mindscape","PAL","1993",NA,NA,1993,"SNES","4th"
"248","California Games 2","Silicon Sorcery","DTMC","Japan","March 12, 1993",1993-03-12,3,1993,"SNES","4th"
"249","California Games 2","Silicon Sorcery","DTMC","North_America","January 1, 1993",1993-01-01,1,1993,"SNES","4th"
"250","California Games 2","Silicon Sorcery","DTMC","PAL","1993",NA,NA,1993,"SNES","4th"
"251","Cannon Fodder","Sensible Software","Virgin Interactive","PAL","January 1, 1994",1994-01-01,1,1994,"SNES","4th"
"252","Cannondale Cup / Exertainment Mountain Bike Rally (1995 re-release)","Radical Entertainment","American Softworks (Cannondale Cup) / Life Fitness Entertainment (Mountain Bike Rally)","North_America","November 1994",NA,11,1994,"SNES","4th"
"253","Capcom's MVP Football","Equilibrium","Capcom","North_America","October 1, 1993",1993-10-01,10,1993,"SNES","4th"
"254","Capcom's Soccer Shootout  / Soccer Shootout (EU) / J. League Excite Stage '94JP","A-Max","Epoch Co. (JP) / Capcom (NA/EU)","Japan","May 1, 1994",1994-05-01,5,1994,"SNES","4th"
"255","Capcom's Soccer Shootout  / Soccer Shootout (EU) / J. League Excite Stage '94JP","A-Max","Epoch Co. (JP) / Capcom (NA/EU)","North_America","June 1994",NA,6,1994,"SNES","4th"
"256","Capcom's Soccer Shootout  / Soccer Shootout (EU) / J. League Excite Stage '94JP","A-Max","Epoch Co. (JP) / Capcom (NA/EU)","PAL","1994",NA,NA,1994,"SNES","4th"
"257","Captain America and The Avengers","Mindscape","Mindscape","North_America","September 1, 1993",1993-09-01,9,1993,"SNES","4th"
"258","Captain America and The Avengers","Mindscape","Mindscape","PAL","1993",NA,NA,1993,"SNES","4th"
"259","Captain Commando","Capcom","Capcom","Japan","March 17, 1995",1995-03-17,3,1995,"SNES","4th"
"260","Captain Commando","Capcom","Capcom","North_America","August 1, 1995",1995-08-01,8,1995,"SNES","4th"
"261","Captain Commando","Capcom","Capcom","PAL","1995",NA,NA,1995,"SNES","4th"
"262","Captain Novolin","Sculptured Software","Raya Systems","North_America","November 2, 1992",1992-11-02,11,1992,"SNES","4th"
"263","Captain Tsubasa III: Koutei no Chousen","Tecmo","Tecmo","Japan","July 17, 1992",1992-07-17,7,1992,"SNES","4th"
"264","Captain Tsubasa IV: Pro no Rival Tachi","Tecmo","Tecmo","Japan","April 3, 1993",1993-04-03,4,1993,"SNES","4th"
"265","Captain Tsubasa J: The Way to World Youth","BEC","Bandai","Japan","November 17, 1995",1995-11-17,11,1995,"SNES","4th"
"266","Captain Tsubasa V: Hasha no Shogo Campione","Tecmo","Tecmo","Japan","December 9, 1994",1994-12-09,12,1994,"SNES","4th"
"267","Caravan Shooting Collection","Hudson Soft","Hudson Soft","Japan","July 7, 1995",1995-07-07,7,1995,"SNES","4th"
"268","Carrier Aces","Synergistic Software","Cybersoft","Japan","July 28, 1995",1995-07-28,7,1995,"SNES","4th"
"269","Carrier Aces","Synergistic Software","Cybersoft","North_America","January 1, 1995",1995-01-01,1,1995,"SNES","4th"
"270","Carrier Aces","Synergistic Software","Cybersoft","PAL","1995",NA,NA,1995,"SNES","4th"
"271","Casper","Imagineering","Natsume","North_America","December 1, 1996",1996-12-01,12,1996,"SNES","4th"
"272","Casper","Imagineering","Natsume","PAL","1997",NA,NA,1997,"SNES","4th"
"273","Casper (Japanese game)","Natsume","KSS","Japan","March 14, 1997",1997-03-14,3,1997,"SNES","4th"
"274","Castlevania: Dracula X / Castlevania: Vampire's Kiss (EU) / Akumajou Dracula XXJP","Konami","Konami","Japan","July 21, 1995",1995-07-21,7,1995,"SNES","4th"
"275","Castlevania: Dracula X / Castlevania: Vampire's Kiss (EU) / Akumajou Dracula XXJP","Konami","Konami","North_America","September 1, 1995",1995-09-01,9,1995,"SNES","4th"
"276","Castlevania: Dracula X / Castlevania: Vampire's Kiss (EU) / Akumajou Dracula XXJP","Konami","Konami","PAL","February 22, 1996",1996-02-22,2,1996,"SNES","4th"
"277","CB Chara Wars: Ushinawareta Gag","Almanic","Banpresto","Japan","August 28, 1992",1992-08-28,8,1992,"SNES","4th"
"278","Champions World Class Soccer","Park Place Productions","Acclaim Entertainment","Japan","March 25, 1994",1994-03-25,3,1994,"SNES","4th"
"279","Champions World Class Soccer","Park Place Productions","Acclaim Entertainment","North_America","April 1994",NA,4,1994,"SNES","4th"
"280","Champions World Class Soccer","Park Place Productions","Acclaim Entertainment","PAL","1994",NA,NA,1994,"SNES","4th"
"281","Championship Pool / Super Billiard (JP)","Bitmasters","Mindscape","Japan","June 24, 1994",1994-06-24,6,1994,"SNES","4th"
"282","Championship Pool / Super Billiard (JP)","Bitmasters","Mindscape","North_America","November 3, 1993",1993-11-03,11,1993,"SNES","4th"
"283","Championship Pool / Super Billiard (JP)","Bitmasters","Mindscape","PAL","1993",NA,NA,1993,"SNES","4th"
"284","Chaos Seed","Neverland","Taito","Japan","March 15, 1996",1996-03-15,3,1996,"SNES","4th"
"285","Chester Cheetah: Too Cool to Fool","Kaneko","Kaneko","North_America","December 2, 1992",1992-12-02,12,1992,"SNES","4th"
"286","Chester Cheetah: Wild Wild Quest","Kaneko","Kaneko","North_America","March 1, 1994",1994-03-01,3,1994,"SNES","4th"
"287","Chibi Maruko-chan: Harikiri 365-Nichi no Maki","SAS Sakata","Epoch Co., Ltd.","Japan","December 13, 1991",1991-12-13,12,1991,"SNES","4th"
"288","Chibi Maruko-chan: Mezase! Minami no Island!!","Konami","Konami","Japan","December 1, 1995",1995-12-01,12,1995,"SNES","4th"
"289","Chinhai","Pixel","Banpresto","Japan","September 22, 1995",1995-09-22,9,1995,"SNES","4th"
"290","Cho Aniki: Bakuretsu Rantouden","Bits Laboratory","NCS","Japan","September 22, 1995",1995-09-22,9,1995,"SNES","4th"
"291","Cho Genjin 2","A.I. Company Ltd.","Hudson Soft","Japan","July 28, 1995",1995-07-28,7,1995,"SNES","4th"
"292","Cho Mahou Tairiku WOZZ","Red Company","Bullet-Proof Software","Japan","August 4, 1995",1995-08-04,8,1995,"SNES","4th"
"293","Choplifter III","Beam Software","Extreme Entertainment Group","Japan","September 9, 1994",1994-09-09,9,1994,"SNES","4th"
"294","Choplifter III","Beam Software","Extreme Entertainment Group","North_America","January 1, 1994",1994-01-01,1,1994,"SNES","4th"
"295","Choplifter III","Beam Software","Extreme Entertainment Group","PAL","1994",NA,NA,1994,"SNES","4th"
"296","Chrono Trigger","Square","Square","Japan","March 11, 1995",1995-03-11,3,1995,"SNES","4th"
"297","Chrono Trigger","Square","Square","North_America","August 11, 1995",1995-08-11,8,1995,"SNES","4th"
"298","Chuck Rock","Core Design","Sony Imagesoft","North_America","November 1, 1992",1992-11-01,11,1992,"SNES","4th"
"299","Chuck Rock","Core Design","Sony Imagesoft","PAL","1992",NA,NA,1992,"SNES","4th"
"300","Civilization","Microprose","Koei","Japan","October 7, 1994",1994-10-07,10,1994,"SNES","4th"
"301","Civilization","Microprose","Koei","North_America","June 30, 1995",1995-06-30,6,1995,"SNES","4th"
"302","Classic Road","Opera House","Victor Interactive Software","Japan","October 29, 1993",1993-10-29,10,1993,"SNES","4th"
"303","Classic Road II","Opera House","Victor Interactive Software","Japan","February 24, 1995",1995-02-24,2,1995,"SNES","4th"
"304","ClayFighter","Visual Concepts","Interplay Entertainment","North_America","November 30, 1993",1993-11-30,11,1993,"SNES","4th"
"305","ClayFighter","Visual Concepts","Interplay Entertainment","PAL","May 26, 1994",1994-05-26,5,1994,"SNES","4th"
"306","ClayFighter 2: Judgment Clay","Interplay Entertainment","Interplay Entertainment","North_America","January 1, 1995",1995-01-01,1,1995,"SNES","4th"
"307","ClayFighter 2: Judgment Clay","Interplay Entertainment","Interplay Entertainment","PAL","May 23, 1995",1995-05-23,5,1995,"SNES","4th"
"308","ClayFighter: Tournament Edition","Visual Concepts","Interplay Entertainment","North_America","May 14, 1994",1994-05-14,5,1994,"SNES","4th"
"309","Claymates","Visual Concepts","Interplay Entertainment","North_America","March 1994",NA,3,1994,"SNES","4th"
"310","Claymates","Visual Concepts","Interplay Entertainment","PAL","November 20, 1993",1993-11-20,11,1993,"SNES","4th"
"311","Cliffhanger","Malibu Interactive","Sony Imagesoft","North_America","October 25, 1993",1993-10-25,10,1993,"SNES","4th"
"312","Cliffhanger","Malibu Interactive","Sony Imagesoft","PAL","1993",NA,NA,1993,"SNES","4th"
"313","Clock Tower","Human Entertainment","Human Entertainment","Japan","September 14, 1995",1995-09-14,9,1995,"SNES","4th"
"314","ClockWorks","Axes Art Amuse","Tokuma Shoten","Japan","December 8, 1995",1995-12-08,12,1995,"SNES","4th"
"315","Clue","Sculptured Software","Parker Brothers","North_America","July 1, 1992",1992-07-01,7,1992,"SNES","4th"
"316","College Football USA '97: The Road to New Orleans","Black Pearl Software","EA Sports","North_America","December 1, 1996",1996-12-01,12,1996,"SNES","4th"
"317","College Slam","Iguana Entertainment","Acclaim Entertainment","North_America","January 31, 1996",1996-01-31,1,1996,"SNES","4th"
"318","Columns","Marigul Management","Media Factory","Japan","August 1, 1999",1999-08-01,8,1999,"SNES","4th"
"319","Computer Nouryoku Kaiseki: Ultra Baken","Culture Brain","Culture Brain","Japan","May 26, 1995",1995-05-26,5,1995,"SNES","4th"
"320","Congo's Caper / Tatakae Genshijin 2: Rookie no Bouken (JP)","Data East","Data East","Japan","December 18, 1992",1992-12-18,12,1992,"SNES","4th"
"321","Congo's Caper / Tatakae Genshijin 2: Rookie no Bouken (JP)","Data East","Data East","North_America","May 1, 1993",1993-05-01,5,1993,"SNES","4th"
"322","Congo's Caper / Tatakae Genshijin 2: Rookie no Bouken (JP)","Data East","Data East","PAL","1993",NA,NA,1993,"SNES","4th"
"323","Contra III: The Alien Wars / Super Probotector: Alien Rebels (EU) / Contra Spirits (JP)","Konami","Konami","Japan","February 28, 1992",1992-02-28,2,1992,"SNES","4th"
"324","Contra III: The Alien Wars / Super Probotector: Alien Rebels (EU) / Contra Spirits (JP)","Konami","Konami","North_America","April 6, 1992",1992-04-06,4,1992,"SNES","4th"
"325","Contra III: The Alien Wars / Super Probotector: Alien Rebels (EU) / Contra Spirits (JP)","Konami","Konami","PAL","November 19, 1992",1992-11-19,11,1992,"SNES","4th"
"326","Conveni Wars Barcode Battler Senki: Super Senshi Shutsugeki Seyo!","SAS Sakata","Epoch Co.","Japan","May 14, 1993",1993-05-14,5,1993,"SNES","4th"
"327","Cool Spot","Virgin Interactive","Virgin Interactive","Japan","December 10, 1993",1993-12-10,12,1993,"SNES","4th"
"328","Cool Spot","Virgin Interactive","Virgin Interactive","North_America","September 1, 1993",1993-09-01,9,1993,"SNES","4th"
"329","Cool Spot","Virgin Interactive","Virgin Interactive","PAL","February 24, 1994",1994-02-24,2,1994,"SNES","4th"
"330","Cool World","Ocean Software","Ocean Software","North_America","February 1, 1993",1993-02-01,2,1993,"SNES","4th"
"331","Cool World","Ocean Software","Ocean Software","PAL","1992",NA,NA,1992,"SNES","4th"
"332","Coron Land","Aroma","Yumedia","Japan","August 25, 1995",1995-08-25,8,1995,"SNES","4th"
"333","Cosmo Gang the Puzzle","Namco","Namco","Japan","February 26, 1993",1993-02-26,2,1993,"SNES","4th"
"334","Cosmo Gang the Video","Namco","Namco","Japan","October 29, 1992",1992-10-29,10,1992,"SNES","4th"
"335","Cosmo Police Galivan II: Arrow of Justice","Cream","Nichibutsu","Japan","June 11, 1993",1993-06-11,6,1993,"SNES","4th"
"336","Crayon Shin-chan 2: Daimaou no Gyakushuu","Sun L","Bandai","Japan","May 27, 1994",1994-05-27,5,1994,"SNES","4th"
"337","Crayon Shin-chan: Arashi wo yobu Enji","Sun L","Bandai","Japan","July 30, 1993",1993-07-30,7,1993,"SNES","4th"
"338","Crayon Shin-chan: Osagusu Dobon","AIM","Bandai","Japan","September 27, 1996",1996-09-27,9,1996,"SNES","4th"
"339","Crystal Beans From Dungeon Explorer","Birthday","Hudson Soft","Japan","October 27, 1995",1995-10-27,10,1995,"SNES","4th"
"340","Cu-On-Pa","T&E Soft","T&E Soft","Japan","December 20, 1996",1996-12-20,12,1996,"SNES","4th"
"341","Cutthroat Island","Software Creations (UK)","Acclaim Entertainment","North_America","March 1, 1996",1996-03-01,3,1996,"SNES","4th"
"342","Cutthroat Island","Software Creations (UK)","Acclaim Entertainment","PAL","1996",NA,NA,1996,"SNES","4th"
"343","Cyber Knight","Advance Communication Company","Tonkin House","Japan","October 30, 1992",1992-10-30,10,1992,"SNES","4th"
"344","Cyber Knight II: Chikyuu Teikoku no Yabou","Group SNE","Tonkin House","Japan","August 26, 1994",1994-08-26,8,1994,"SNES","4th"
"345","Cyber Spin / Shinseiki GPX: Cyber Formula (JP)","Takara","Takara","Japan","March 19, 1992",1992-03-19,3,1992,"SNES","4th"
"346","Cyber Spin / Shinseiki GPX: Cyber Formula (JP)","Takara","Takara","North_America","November 1, 1992",1992-11-01,11,1992,"SNES","4th"
"347","Cybernator / Juusou Kihen Valken (JP)","Masaya","Masaya (JP) / Konami (NA) / Palcom Software (EU)","Japan","December 18, 1992",1992-12-18,12,1992,"SNES","4th"
"348","Cybernator / Juusou Kihen Valken (JP)","Masaya","Masaya (JP) / Konami (NA) / Palcom Software (EU)","North_America","April 4, 1993",1993-04-04,4,1993,"SNES","4th"
"349","Cybernator / Juusou Kihen Valken (JP)","Masaya","Masaya (JP) / Konami (NA) / Palcom Software (EU)","PAL","1993",NA,NA,1993,"SNES","4th"
"350","Cyborg 009","BEC","Bandai","Japan","February 25, 1994",1994-02-25,2,1994,"SNES","4th"
"351","D-Force / Dimensional Force (JP)","Asmik Ace Entertainment","Asmik Ace Entertainment","Japan","December 10, 1991",1991-12-10,12,1991,"SNES","4th"
"352","D-Force / Dimensional Force (JP)","Asmik Ace Entertainment","Asmik Ace Entertainment","North_America","December 31, 1991",1991-12-31,12,1991,"SNES","4th"
"353","Daffy Duck: The Marvin Missions","ICOM Simulations","Sunsoft","North_America","October 1, 1993",1993-10-01,10,1993,"SNES","4th"
"354","Daffy Duck: The Marvin Missions","ICOM Simulations","Sunsoft","PAL","April 28, 1994",1994-04-28,4,1994,"SNES","4th"
"355","Daibakushou Jinsei Gekijou","Taito","Taito","Japan","December 25, 1992",1992-12-25,12,1992,"SNES","4th"
"356","Daibakushou Jinsei Gekijou: Dokidoki Seishun","Taito","Taito","Japan","July 30, 1993",1993-07-30,7,1993,"SNES","4th"
